,(basal) dendrite,apical dendrite,axon,dataset,hemisphere_id,soma,structure_id
29,,,4935.806398305774,236174_03429_03528_X12632_Y10625_QCed.swc,1,,821
30,,,11109.221115383054,236174_03429_03528_X12632_Y10625_QCed.swc,1,,385
31,,,17242.13799651662,236174_03429_03528_X12632_Y10625_QCed.swc,1,,669
32,,,4484.444999366434,236174_03429_03528_X12632_Y10625_QCed.swc,1,,1054
33,,,4484.444999366434,236174_03429_03528_X12632_Y10625_QCed.swc,1,,44
34,,,920.2194039234896,236174_03429_03528_X12632_Y10625_QCed.swc,1,,800
35,60.41898933502863,58.970165440245026,3127.1392971237156,236174_03429_03528_X12632_Y10625_QCed.swc,1,,675
36,,,225.31760567583987,236174_03429_03528_X12632_Y10625_QCed.swc,1,,699
37,60.41898933502863,58.970165440245026,4272.676306723045,236174_03429_03528_X12632_Y10625_QCed.swc,1,,119
38,,,1310.6525258877919,236174_03429_03528_X12632_Y10625_QCed.swc,1,,831
39,972.0756532185666,119.6479394331072,10284.142932453531,236174_03429_03528_X12632_Y10625_QCed.swc,1,,783
40,972.0756532185666,119.6479394331072,11594.795458341323,236174_03429_03528_X12632_Y10625_QCed.swc,1,,104
41,1032.4946425535952,178.61810487335222,15867.471765064369,236174_03429_03528_X12632_Y10625_QCed.swc,1,,95
42,,,4195.923119292681,236174_03429_03528_X12632_Y10625_QCed.swc,1,,906
43,,,4195.923119292681,236174_03429_03528_X12632_Y10625_QCed.swc,1,,894
44,,,29638.589852495024,236174_03429_03528_X12632_Y10625_QCed.swc,1,,430
45,,,26139.07995971976,236174_03429_03528_X12632_Y10625_QCed.swc,1,,542
46,,,2374.8542495036017,236174_03429_03528_X12632_Y10625_QCed.swc,1,,622
47,,,21292.374577369712,236174_03429_03528_X12632_Y10625_QCed.swc,1,,590
48,,,42773.98616674195,236174_03429_03528_X12632_Y10625_QCed.swc,1,,687
49,,,122218.88480583004,236174_03429_03528_X12632_Y10625_QCed.swc,1,,886
50,,,6897.672819761702,236174_03429_03528_X12632_Y10625_QCed.swc,1,,442
51,,,19367.305655066204,236174_03429_03528_X12632_Y10625_QCed.swc,1,,610
52,,,5941.213338882836,236174_03429_03528_X12632_Y10625_QCed.swc,1,,274
53,,,4206.451100290442,236174_03429_03528_X12632_Y10625_QCed.swc,1,,434
54,,,36412.64291400118,236174_03429_03528_X12632_Y10625_QCed.swc,1,,879
55,,,162827.4508391239,236174_03429_03528_X12632_Y10625_QCed.swc,1,,254
56,,,3114.391495218032,236174_03429_03528_X12632_Y10625_QCed.swc,1,,588
57,,,4594.279744525218,236174_03429_03528_X12632_Y10625_QCed.swc,1,,296
58,,,6755.195684919733,236174_03429_03528_X12632_Y10625_QCed.swc,1,,772
59,,,14463.866924662983,236174_03429_03528_X12632_Y10625_QCed.swc,1,,48
60,,,26238.728292350926,236174_03429_03528_X12632_Y10625_QCed.swc,1,,935
61,,,1083.1347688218186,236174_03429_03528_X12632_Y10625_QCed.swc,1,,927
62,,,20893.012246131628,236174_03429_03528_X12632_Y10625_QCed.swc,1,,211
63,,,27344.82378653827,236174_03429_03528_X12632_Y10625_QCed.swc,1,,919
64,,,68499.6093996672,236174_03429_03528_X12632_Y10625_QCed.swc,1,,1015
65,,,144059.30849350983,236174_03429_03528_X12632_Y10625_QCed.swc,1,,39
66,,,158523.17541817282,236174_03429_03528_X12632_Y10625_QCed.swc,1,,31
67,,,24079.403051147092,236174_03429_03528_X12632_Y10625_QCed.swc,1,,1021
68,,,24045.356738504674,236174_03429_03528_X12632_Y10625_QCed.swc,1,,767
69,,,7353.523495431911,236174_03429_03528_X12632_Y10625_QCed.swc,1,,656
70,,,15117.8293159281,236174_03429_03528_X12632_Y10625_QCed.swc,1,,962
71,,,70596.11260101177,236174_03429_03528_X12632_Y10625_QCed.swc,1,,993
72,,,5152.760351269849,236174_03429_03528_X12632_Y10625_QCed.swc,1,,844
73,,,5152.760351269849,236174_03429_03528_X12632_Y10625_QCed.swc,1,,985
74,,,75748.87295228163,236174_03429_03528_X12632_Y10625_QCed.swc,1,,500
75,,,2891.4017124723837,236174_03429_03528_X12632_Y10625_QCed.swc,1,,312782558
76,,,5014.936760114368,236174_03429_03528_X12632_Y10625_QCed.swc,1,,312782562
77,,,7906.338472586751,236174_03429_03528_X12632_Y10625_QCed.swc,1,,312782546
78,,,676.6731173423498,236174_03429_03528_X12632_Y10625_QCed.swc,1,,312782612
79,,,676.6731173423498,236174_03429_03528_X12632_Y10625_QCed.swc,1,,417
80,,,8583.011589929101,236174_03429_03528_X12632_Y10625_QCed.swc,1,,22
81,,,2714.19415924231,236174_03429_03528_X12632_Y10625_QCed.swc,1,,608
82,,,1083.3025505356607,236174_03429_03528_X12632_Y10625_QCed.swc,1,,680
83,,,3797.496709777971,236174_03429_03528_X12632_Y10625_QCed.swc,1,,746
84,,,9361.24341588254,236174_03429_03528_X12632_Y10625_QCed.swc,1,,440
85,,,2103.3484025719767,236174_03429_03528_X12632_Y10625_QCed.swc,1,,488
86,,,11464.591818454517,236174_03429_03528_X12632_Y10625_QCed.swc,1,,723
87,,,3989.4687921925506,236174_03429_03528_X12632_Y10625_QCed.swc,1,,910
88,,,73.37755029922434,236174_03429_03528_X12632_Y10625_QCed.swc,1,,527696977
89,,,4062.846342491775,236174_03429_03528_X12632_Y10625_QCed.swc,1,,731
90,,,19324.934870724264,236174_03429_03528_X12632_Y10625_QCed.swc,1,,714
91,,,2690.6514490287714,236174_03429_03528_X12632_Y10625_QCed.swc,1,,857
92,,,689.134924955621,236174_03429_03528_X12632_Y10625_QCed.swc,1,,849
93,,,3379.7863739843924,236174_03429_03528_X12632_Y10625_QCed.swc,1,,677
94,,,1726.739044085348,236174_03429_03528_X12632_Y10625_QCed.swc,1,,662
95,,,1726.739044085348,236174_03429_03528_X12632_Y10625_QCed.swc,1,,1057
96,,,223.1566384935016,236174_03429_03528_X12632_Y10625_QCed.swc,1,,132
97,,,3615.3995119438678,236174_03429_03528_X12632_Y10625_QCed.swc,1,,304
98,,,11448.679200792814,236174_03429_03528_X12632_Y10625_QCed.swc,1,,84
99,,,4885.02146553824,236174_03429_03528_X12632_Y10625_QCed.swc,1,,171
100,,,16625.599308175966,236174_03429_03528_X12632_Y10625_QCed.swc,1,,363
101,,,36797.85612494439,236174_03429_03528_X12632_Y10625_QCed.swc,1,,972
102,1032.4946425535952,178.61810487335222,524095.9967992415,236174_03429_03528_X12632_Y10625_QCed.swc,1,,315
103,,,23437.884515789123,236174_03429_03528_X12632_Y10625_QCed.swc,1,,1037
104,,,565.6218611108615,236174_03429_03528_X12632_Y10625_QCed.swc,1,,502
105,,,24003.506376899983,236174_03429_03528_X12632_Y10625_QCed.swc,1,,822
106,,,24184.111377889567,236174_03429_03528_X12632_Y10625_QCed.swc,1,,1089
107,1032.4946425535952,178.61810487335222,554219.9296792352,236174_03429_03528_X12632_Y10625_QCed.swc,1,,695
108,5421.761923600058,4249.561557224192,573869.3253347552,236174_03429_03528_X12632_Y10625_QCed.swc,1,41.85862092641105,688
109,,,6185.554781232244,236174_03429_03528_X12632_Y10625_QCed.swc,1,,672
110,,,6185.554781232244,236174_03429_03528_X12632_Y10625_QCed.swc,1,,485
111,,,9319.350167233251,236174_03429_03528_X12632_Y10625_QCed.swc,1,,477
112,,,9319.350167233251,236174_03429_03528_X12632_Y10625_QCed.swc,1,,623
113,5421.761923600058,4249.561557224192,583188.6755019885,236174_03429_03528_X12632_Y10625_QCed.swc,1,41.85862092641105,567
114,5421.761923600058,4249.561557224192,583188.6755019885,236174_03429_03528_X12632_Y10625_QCed.swc,1,41.85862092641105,8
115,,,2159.275985921152,236174_03429_03528_X12632_Y10625_QCed.swc,1,,579
116,,,17958.94911019326,236174_03429_03528_X12632_Y10625_QCed.swc,1,,956
117,,,7109.432802718853,236174_03429_03528_X12632_Y10625_QCed.swc,1,,1108
118,,,32.66858878773169,236174_03429_03528_X12632_Y10625_QCed.swc,1,,971
119,,,583.4750903031559,236174_03429_03528_X12632_Y10625_QCed.swc,1,,484682516
120,,,25684.525592003003,236174_03429_03528_X12632_Y10625_QCed.swc,1,,776
121,,,435.1804382933451,236174_03429_03528_X12632_Y10625_QCed.swc,1,,484682524
122,,,435.1804382933451,236174_03429_03528_X12632_Y10625_QCed.swc,1,,896
123,,,26119.706030296347,236174_03429_03528_X12632_Y10625_QCed.swc,1,,983
124,,,1260.8412977718754,236174_03429_03528_X12632_Y10625_QCed.swc,1,,484682512
125,,,63.88240034407408,236174_03429_03528_X12632_Y10625_QCed.swc,1,,443
126,,,63.88240034407408,236174_03429_03528_X12632_Y10625_QCed.swc,1,,618
127,,,63.88240034407408,236174_03429_03528_X12632_Y10625_QCed.swc,1,,1099
128,,,2373.9338902691206,236174_03429_03528_X12632_Y10625_QCed.swc,1,,940
129,,,2437.8162906131947,236174_03429_03528_X12632_Y10625_QCed.swc,1,,768
130,,,2437.8162906131947,236174_03429_03528_X12632_Y10625_QCed.swc,1,,991
131,,,29818.36361868142,236174_03429_03528_X12632_Y10625_QCed.swc,1,,1009
132,5421.761923600058,4249.561557224192,613007.03912067,236174_03429_03528_X12632_Y10625_QCed.swc,1,41.85862092641105,997
133,,,3754.8446264993786,236174_03429_03528_X12632_Y10625_QCed.swc,2,,542
134,,,3754.8446264993786,236174_03429_03528_X12632_Y10625_QCed.swc,2,,886
135,,,3754.8446264993786,236174_03429_03528_X12632_Y10625_QCed.swc,2,,254
136,,,3332.7156894760974,236174_03429_03528_X12632_Y10625_QCed.swc,2,,588
137,,,4955.547530844455,236174_03429_03528_X12632_Y10625_QCed.swc,2,,810
138,,,16231.634952921455,236174_03429_03528_X12632_Y10625_QCed.swc,2,,296
139,,,7377.714596088622,236174_03429_03528_X12632_Y10625_QCed.swc,2,,772
140,,,31897.61276933063,236174_03429_03528_X12632_Y10625_QCed.swc,2,,48
141,,,13598.63379944077,236174_03429_03528_X12632_Y10625_QCed.swc,2,,935
142,,,25770.563612789832,236174_03429_03528_X12632_Y10625_QCed.swc,2,,211
143,,,10769.075168283543,236174_03429_03528_X12632_Y10625_QCed.swc,2,,919
144,,,35839.88839150411,236174_03429_03528_X12632_Y10625_QCed.swc,2,,1015
145,,,85978.16097201825,236174_03429_03528_X12632_Y10625_QCed.swc,2,,39
146,,,117875.77374134888,236174_03429_03528_X12632_Y10625_QCed.swc,2,,31
147,,,13710.803494259575,236174_03429_03528_X12632_Y10625_QCed.swc,2,,1021
148,,,25068.173990171395,236174_03429_03528_X12632_Y10625_QCed.swc,2,,767
149,,,904.6263500609984,236174_03429_03528_X12632_Y10625_QCed.swc,2,,656
150,,,21366.90142586161,236174_03429_03528_X12632_Y10625_QCed.swc,2,,962
151,,,61050.50526035359,236174_03429_03528_X12632_Y10625_QCed.swc,2,,993
152,,,61050.50526035359,236174_03429_03528_X12632_Y10625_QCed.swc,2,,500
153,,,6670.852422907141,236174_03429_03528_X12632_Y10625_QCed.swc,2,,171
154,,,299.60073401202493,236174_03429_03528_X12632_Y10625_QCed.swc,2,,363
155,,,6970.453156919166,236174_03429_03528_X12632_Y10625_QCed.swc,2,,972
156,,,189651.576785121,236174_03429_03528_X12632_Y10625_QCed.swc,2,,315
157,,,189651.576785121,236174_03429_03528_X12632_Y10625_QCed.swc,2,,695
158,,,189651.576785121,236174_03429_03528_X12632_Y10625_QCed.swc,2,,688
159,,,189651.576785121,236174_03429_03528_X12632_Y10625_QCed.swc,2,,567
160,,,189651.576785121,236174_03429_03528_X12632_Y10625_QCed.swc,2,,8
161,,,2160.268556835178,236174_03429_03528_X12632_Y10625_QCed.swc,2,,1108
162,,,3242.551231133942,236174_03429_03528_X12632_Y10625_QCed.swc,2,,484682516
163,,,5402.81978796912,236174_03429_03528_X12632_Y10625_QCed.swc,2,,776
164,,,5402.81978796912,236174_03429_03528_X12632_Y10625_QCed.swc,2,,983
165,,,5402.81978796912,236174_03429_03528_X12632_Y10625_QCed.swc,2,,1009
166,,,195054.3965730901,236174_03429_03528_X12632_Y10625_QCed.swc,2,,997
