,(basal) dendrite,apical dendrite,axon,dataset,hemisphere_id,soma,structure_id
0,4389.267281046463,4070.9434523508403,19649.395655520035,236174_03429_03528_X12632_Y10625_QCed.swc,1,41.85862092641105,583
1,4389.267281046463,4070.9434523508403,19649.395655520035,236174_03429_03528_X12632_Y10625_QCed.swc,1,41.85862092641105,703
2,,,2836.5583843857844,236174_03429_03528_X12632_Y10625_QCed.swc,1,,814
3,,,5939.82150210419,236174_03429_03528_X12632_Y10625_QCed.swc,1,,698
4,,,2580.835932328309,236174_03429_03528_X12632_Y10625_QCed.swc,1,,862
5,,,1196.9219738941747,236174_03429_03528_X12632_Y10625_QCed.swc,1,,893
6,,,3777.7579062224836,236174_03429_03528_X12632_Y10625_QCed.swc,1,,378
7,,,4821.472906259517,236174_03429_03528_X12632_Y10625_QCed.swc,1,,478
8,,,1303.415900265821,236174_03429_03528_X12632_Y10625_QCed.swc,1,,510
9,,,6124.888806525338,236174_03429_03528_X12632_Y10625_QCed.swc,1,,337
10,,,81.97419598460526,236174_03429_03528_X12632_Y10625_QCed.swc,1,,1047
11,,,81.97419598460526,236174_03429_03528_X12632_Y10625_QCed.swc,1,,329
12,,,362.9589211187985,236174_03429_03528_X12632_Y10625_QCed.swc,1,,1111
13,,,2522.5577651806984,236174_03429_03528_X12632_Y10625_QCed.swc,1,,9
14,,,2885.516686299497,236174_03429_03528_X12632_Y10625_QCed.swc,1,,361
15,,,9092.37968880944,236174_03429_03528_X12632_Y10625_QCed.swc,1,,322
16,,,12870.137595031923,236174_03429_03528_X12632_Y10625_QCed.swc,1,,453
17,,,5401.7453465659,236174_03429_03528_X12632_Y10625_QCed.swc,1,,729
18,,,138.7963822345308,236174_03429_03528_X12632_Y10625_QCed.swc,1,,786
19,,,1179.4355012158444,236174_03429_03528_X12632_Y10625_QCed.swc,1,,289
20,,,6719.977230016275,236174_03429_03528_X12632_Y10625_QCed.swc,1,,541
21,,,282.26103745382693,236174_03429_03528_X12632_Y10625_QCed.swc,1,,501
22,,,3359.10720558178,236174_03429_03528_X12632_Y10625_QCed.swc,1,,41
23,,,3641.3682430356066,236174_03429_03528_X12632_Y10625_QCed.swc,1,,533
24,,,1203.68266189758,236174_03429_03528_X12632_Y10625_QCed.swc,1,,1066
25,,,1287.8659762003797,236174_03429_03528_X12632_Y10625_QCed.swc,1,,401
26,,,2491.5486380979596,236174_03429_03528_X12632_Y10625_QCed.swc,1,,394
27,,,6141.8636890170665,236174_03429_03528_X12632_Y10625_QCed.swc,1,,593
28,,,31.55102806021392,236174_03429_03528_X12632_Y10625_QCed.swc,1,,721
